"","Linear Regression","MARS","Neural Networks","K-nearest Neighbour"
"1",2.82882100450899,2.87245708852833,2.66141775806211,3
"2",1.96711414928713,1.89603291222157,1.7718037975993,1
"3",4.33595173138715,4.37708333333333,4.35374852040194,5
"4",4.33595173138715,4.37708333333333,4.35374852040194,5
"5",4.33595173138715,4.37708333333333,4.35374852040194,5
"6",2.39946080715017,2.48041735035762,2.5408044216087,3
"7",4.33595173138715,4.37708333333333,4.35374852040194,5
"8",4.33595173138715,4.37708333333333,4.35374852040194,5
"9",1.7472044329866,1.76191250998539,1.78297281323843,2
"10",4.33595173138715,4.37708333333333,4.35374852040194,5
"11",1.44563297399685,1.25875773055707,1.75214368340388,1
"12",2.28020275406273,2.28063320998849,2.5408044216087,2
"13",2.16931947994876,1.86312581598111,2.23848961549782,2
"14",2.66103647647164,2.94853139736286,2.81897621224648,3
"15",3.84039052729472,3.48222008033729,3.6303579334072,4
"16",3.00457543895192,2.87245708852833,2.66141775806211,3
"17",1.33308876694131,0.836094986676486,1.04399929641802,1
"18",3.23699141956149,2.72916432899348,2.63024866329013,3
"19",2.39946080715017,2.48041735035762,2.5408044216087,3
"20",4.33595173138715,4.37708333333333,4.35374852040194,5
"21",1.24535013013592,1.29379846298015,1.32465687367555,1
"22",2.7041277850773,2.94853139736286,2.81897621224648,3
"23",2.39946080715017,2.48041735035762,2.5408044216087,3
"24",2.77331370418444,3.09018034216658,2.92533491220356,3
"25",3.21271871242114,3.34057113553357,3.4232745182808,4
"26",2.65306657006606,2.6726729481592,2.66141775806211,3
"27",3.21271871242114,3.34057113553357,3.4232745182808,4
"28",4.33595173138715,4.37708333333333,4.35374852040194,5
"29",2.51871886023761,2.48041735035762,2.5408044216087,3
"30",4.33595173138715,4.37708333333333,4.35374852040194,5
"31",1.93839813031279,1.86958754045734,1.95374126254733,2
"32",2.39946080715017,2.48041735035762,2.5408044216087,3
"33",4.33595173138715,4.37708333333333,4.35374852040194,5
"34",4.33595173138715,4.37708333333333,4.35374852040194,5
"35",4.33595173138715,4.37708333333333,4.35374852040194,5
"36",2.51871886023761,2.48041735035762,2.5408044216087,3
"37",3.49256370572806,3.34057113553357,3.48430719683767,4
"38",3.04187019888055,2.58751538418976,2.52407358026789,3
"39",3.68630936476438,3.48222008033729,3.46633246181373,4
"40",2.76472416804868,2.83978954879959,2.48040006078971,3
"41",2.09479382922304,2.01230330335238,1.9767729512678,2
"42",3.42199498938098,3.48222008033729,3.51044767526121,4
"43",2.7041277850773,2.94853139736286,2.81897621224648,3
"44",4.33595173138715,4.37708333333333,4.35374852040194,5
"45",2.66103647647164,2.94853139736286,2.81897621224648,3
"46",1.89936903165383,1.61273502261412,1.9767729512678,1
"47",4.33595173138715,4.37708333333333,4.35374852040194,5
"48",3.13293870495625,3.34057113553357,3.4232745182808,4
"49",2.51871886023761,2.48041735035762,2.5408044216087,3
"50",3.21271871242114,3.34057113553357,3.4232745182808,4
"51",3.21271871242114,3.34057113553357,3.4232745182808,4
"52",1.96068277534136,2.01230330335238,2.1016867016907,2
"53",4.33595173138715,4.37708333333333,4.35374852040194,5
"54",3.19334976104143,2.72916432899348,2.63024866329013,2
"55",4.33595173138715,4.37708333333333,4.35374852040194,5
"56",3.68630936476438,3.48222008033729,3.46633246181373,4
"57",4.33595173138715,4.37708333333333,4.35374852040194,5
"58",2.23398788571003,2.11997833382433,2.34218375684696,3
"59",3.61281083984644,3.34057113553357,3.51931735503777,4
"60",3.59661642033329,3.34057113553357,3.51931735503777,4
"61",4.26590650898568,4.37708333333333,4.35374852040194,5
"62",3.0034424354613,3.19892219072984,2.94832591701124,3
"63",3.13293870495625,3.34057113553357,3.4232745182808,4
"64",3.21271871242114,3.34057113553357,3.4232745182808,4
"65",3.21271871242114,3.34057113553357,3.4232745182808,4
"66",3.61281083984644,3.34057113553357,3.51931735503777,4
"67",4.33595173138715,4.37708333333333,4.35374852040194,5
"68",2.67919932280813,2.7308081437246,2.77395775605579,3
"69",2.7315097693669,2.81432189296292,2.61389863459104,3
"70",3.13293870495625,3.34057113553357,3.4232745182808,4
"71",3.68630936476438,3.48222008033729,3.46633246181373,4
"72",3.28595014833081,3.48222008033729,3.51044767526121,4
"73",2.09479382922304,2.01230330335238,1.9767729512678,2
"74",2.35327764732746,2.42228215479221,2.56009771137684,3
"75",2.7041277850773,2.94853139736286,2.81897621224648,3
"76",4.33595173138715,4.37708333333333,4.35374852040194,5
"77",4.33595173138715,4.37708333333333,4.35374852040194,5
"78",2.42635254059219,2.56393109959593,2.63252903064332,3
"79",3.13293870495625,3.34057113553357,3.4232745182808,4
"80",2.82882100450899,2.87245708852833,2.66141775806211,3
"81",1.7472044329866,1.76191250998539,1.78297281323843,2
"82",4.33595173138715,4.37708333333333,4.35374852040194,5
"83",3.21271871242114,3.34057113553357,3.4232745182808,4
"84",4.33595173138715,4.37708333333333,4.35374852040194,5
"85",2.39946080715017,2.48041735035762,2.5408044216087,3
"86",3.09270828042767,2.87245708852833,2.97216191753956,3
"87",2.56493372859031,2.62206629516134,2.56009771137684,3
"88",4.33595173138715,4.37708333333333,4.35374852040194,5
"89",3.61281083984644,3.34057113553357,3.51931735503777,4
"90",3.61281083984644,3.34057113553357,3.51931735503777,4
"91",2.57462337076523,2.53102400335547,2.77395775605579,3
"92",2.56493372859031,2.62206629516134,2.56009771137684,3
"93",4.33595173138715,4.37708333333333,4.35374852040194,5
"94",3.49256370572806,3.34057113553357,3.48430719683767,4
"95",3.21271871242114,3.34057113553357,3.4232745182808,4
"96",3.84039052729472,3.48222008033729,3.6303579334072,4
"97",2.82882100450899,2.87245708852833,2.66141775806211,3
"98",2.7315097693669,2.81432189296292,2.61389863459104,3
"99",2.17706939040298,2.14642370558855,2.04002650055202,2
"100",2.42872887708369,1.93622899451785,1.43933479062162,2
"101",2.35327764732746,2.42228215479221,2.56009771137684,3
"102",2.51871886023761,2.48041735035762,2.5408044216087,3
"103",3.21271871242114,3.34057113553357,3.4232745182808,4
"104",2.66103647647164,2.94853139736286,2.81897621224648,3
"105",2.28020275406273,2.28063320998849,2.5408044216087,3
"106",2.51871886023761,2.48041735035762,2.5408044216087,3
"107",3.21271871242114,3.34057113553357,3.4232745182808,4
"108",2.9009625740759,3.09018034216658,2.92533491220356,3
"109",3.13293870495625,3.34057113553357,3.4232745182808,4
"110",3.00457543895192,2.87245708852833,2.66141775806211,3
"111",1.93324159047048,1.75438396741784,1.84838538684834,1
"112",3.13293870495625,3.34057113553357,3.4232745182808,4
"113",1.83463144829113,1.76191250998539,1.70317378681164,1
"114",4.33595173138715,4.37708333333333,4.35374852040194,5
"115",2.28020275406273,2.28063320998849,2.5408044216087,3
"116",3.13293870495625,3.34057113553357,3.4232745182808,4
"117",3.13293870495625,3.34057113553357,3.4232745182808,4
"118",3.68630936476438,3.48222008033729,3.46633246181373,4
"119",3.68630936476438,3.48222008033729,3.46633246181373,4
"120",3.3448293232023,2.8708132737972,2.74000355297249,3
"121",2.74721909368295,2.94853139736286,2.81897621224648,3
"122",3.02695760934091,3.19892219072984,2.94832591701124,2
"123",4.33595173138715,4.37708333333333,4.35374852040194,5
"124",1.93324159047048,1.75438396741784,1.84838538684834,1
"125",3.68630936476438,3.48222008033729,3.46633246181373,4
"126",2.9757193271283,2.58751538418976,2.52407358026789,4
"127",2.97844268620985,3.01410603333205,2.61389863459104,3
"128",3.21271871242114,3.34057113553357,3.4232745182808,4
"129",3.49256370572806,3.34057113553357,3.48430719683767,4
"130",1.5655484209527,1.78452238028792,1.78297281323843,2
"131",3.21271871242114,3.34057113553357,3.4232745182808,4
"132",4.33595173138715,4.37708333333333,4.35374852040194,5
"133",2.77331370418444,3.09018034216658,2.92533491220356,3
"134",2.42635254059219,2.56393109959593,2.63252903064332,3
"135",4.33595173138715,4.37708333333333,4.35374852040194,5
"136",2.65306657006606,2.6726729481592,2.66141775806211,3
"137",1.58462847864947,1.54418925634713,0.730062569510421,1
"138",2.74721909368295,2.94853139736286,2.81897621224648,3
"139",4.33595173138715,4.37708333333333,4.35374852040194,5
"140",2.39946080715017,2.48041735035762,2.5408044216087,3
"141",2.82882100450899,2.87245708852833,2.66141775806211,3
"142",3.13293870495625,3.34057113553357,3.4232745182808,4
"143",2.56493372859031,2.62206629516134,2.56009771137684,3
"144",3.21271871242114,3.34057113553357,3.4232745182808,4
"145",4.33595173138715,4.37708333333333,4.35374852040194,5
"146",2.56493372859031,2.62206629516134,2.56009771137684,3
"147",2.39946080715017,2.48041735035762,2.5408044216087,3
"148",4.19586128658421,4.37708333333333,4.35374852040194,5
"149",3.28595014833081,3.48222008033729,3.51044767526121,4
"150",3.21271871242114,3.34057113553357,3.4232745182808,4
"151",4.33595173138715,4.37708333333333,4.35374852040194,5
"152",1.06133178228032,1.04340766961316,0.980202061936235,1
"153",4.33595173138715,4.37708333333333,4.35374852040194,5
"154",2.9009625740759,3.09018034216658,2.92533491220356,3
"155",3.9562414211051,3.72278782633591,3.7336970956176,4
"156",1.65637642696965,1.76191250998539,1.78297281323843,2
"157",3.3448293232023,2.8708132737972,2.74000355297249,3
"158",4.33595173138715,4.37708333333333,4.35374852040194,5
"159",2.39946080715017,2.48041735035762,2.5408044216087,3
"160",3.19334976104143,2.72916432899348,2.63024866329013,3
"161",2.82882100450899,2.87245708852833,2.66141775806211,3
"162",3.21271871242114,3.34057113553357,3.4232745182808,4
"163",1.83463144829113,1.76191250998539,1.70317378681164,1
"164",3.0034424354613,3.19892219072984,2.94832591701124,3
"165",4.33595173138715,4.37708333333333,4.35374852040194,5
"166",3.61281083984644,3.34057113553357,3.51931735503777,4
"167",3.13293870495625,3.34057113553357,3.4232745182808,4
"168",3.00457543895192,2.87245708852833,2.66141775806211,3
"169",2.74721909368295,2.94853139736286,2.81897621224648,3
"170",3.29249871988603,3.34057113553357,3.4232745182808,4
"171",4.33595173138715,4.37708333333333,4.35374852040194,5
"172",4.26590650898568,4.37708333333333,4.35374852040194,5
"173",2.65306657006606,2.6726729481592,2.66141775806211,3
"174",4.33595173138715,4.37708333333333,4.35374852040194,5
"175",3.02861144396736,3.09018034216658,2.92533491220356,3
"176",4.33595173138715,4.37708333333333,4.35374852040194,5
"177",4.33595173138715,4.37708333333333,4.35374852040194,5
"178",3.61281083984644,3.34057113553357,3.51931735503777,4
"179",3.42199498938098,3.48222008033729,3.51044767526121,4
"180",3.19334976104143,2.72916432899348,2.63024866329013,2
"181",3.59661642033329,3.34057113553357,3.51931735503777,4
"182",4.33595173138715,4.37708333333333,4.35374852040194,5
"183",3.68630936476438,3.48222008033729,3.46633246181373,4
"184",1.7472044329866,1.76191250998539,1.78297281323843,2
"185",3.28595014833081,3.48222008033729,3.51044767526121,4
"186",2.82882100450899,2.87245708852833,2.66141775806211,3
"187",2.28020275406273,2.28063320998849,2.5408044216087,3
"188",3.38523115239816,3.19892219072984,2.85891572204512,3
"189",3.21271871242114,3.34057113553357,3.4232745182808,4
"190",2.7041277850773,2.94853139736286,2.81897621224648,3
"191",1.7472044329866,1.76191250998539,1.78297281323843,2
"192",2.97992726158169,3.19892219072984,2.94832591701124,3
"193",3.21271871242114,3.34057113553357,3.4232745182808,4
"194",2.9009625740759,3.09018034216658,2.92533491220356,3
"195",1.65637642696965,1.76191250998539,1.78297281323843,2
"196",4.33595173138715,4.37708333333333,4.35374852040194,5
"197",2.28770793553407,2.11997833382433,2.34218375684696,2
"198",2.95285549280466,2.6726729481592,2.97216191753956,4
"199",4.33595173138715,4.37708333333333,4.35374852040194,5
"200",3.84039052729472,3.48222008033729,3.6303579334072,4
"201",3.68630936476438,3.48222008033729,3.46633246181373,4
"202",3.59661642033329,3.34057113553357,3.51931735503777,4
"203",4.33595173138715,4.37708333333333,4.35374852040194,5
"204",4.33595173138715,4.37708333333333,4.35374852040194,5
"205",4.33595173138715,4.37708333333333,4.35374852040194,5
"206",2.95893783846609,2.7308081437246,2.510772109229,3
"207",3.02695760934091,3.19892219072984,2.94832591701124,2
"208",4.33595173138715,4.37708333333333,4.35374852040194,5
"209",3.52447485076639,3.34057113553357,3.48430719683767,3
"210",3.04187019888055,2.58751538418976,2.52407358026789,3
"211",0.924496079089093,1.04340766961316,1.11489773422626,1
"212",3.86554729255211,3.48222008033729,3.6303579334072,4
"213",3.61281083984644,3.34057113553357,3.51931735503777,4
"214",2.82882100450899,2.87245708852833,2.66141775806211,3
"215",3.28595014833081,3.48222008033729,3.51044767526121,4
"216",3.0977973630745,3.2318292869703,3.04604854611271,3
"217",4.33595173138715,4.37708333333333,4.35374852040194,5
"218",3.28595014833081,3.48222008033729,3.51044767526121,4
"219",3.21271871242114,3.34057113553357,3.4232745182808,4
"220",3.21271871242114,3.34057113553357,3.4232745182808,4
"221",2.65306657006606,2.6726729481592,2.66141775806211,3
"222",2.29021862679226,2.01230330335238,1.9767729512678,2
"223",2.65306657006606,2.6726729481592,2.66141775806211,3
"224",4.33595173138715,4.37708333333333,4.35374852040194,5
"225",1.5655484209527,1.78452238028792,1.78297281323843,2
"226",3.28595014833081,3.48222008033729,3.51044767526121,4
"227",4.33595173138715,4.37708333333333,4.35374852040194,5
"228",3.21271871242114,3.34057113553357,3.4232745182808,4
"229",3.13293870495625,3.34057113553357,3.4232745182808,4
"230",2.44492329659684,2.40434304152309,2.16645615765652,2
"231",3.21271871242114,3.34057113553357,3.4232745182808,4
"232",3.28595014833081,3.48222008033729,3.51044767526121,4
"233",2.39946080715017,2.48041735035762,2.5408044216087,3
"234",4.33595173138715,4.37708333333333,4.35374852040194,5
"235",4.33595173138715,4.37708333333333,4.35374852040194,5
"236",3.21271871242114,3.34057113553357,3.4232745182808,4
"237",4.33595173138715,4.37708333333333,4.35374852040194,5
"238",3.21271871242114,3.34057113553357,3.4232745182808,4
"239",2.77331370418444,3.09018034216658,2.92533491220356,3
"240",2.77331370418444,3.09018034216658,2.92533491220356,3
"241",1.83803243900355,1.76191250998539,1.78297281323843,2
"242",3.42199498938098,3.48222008033729,3.51044767526121,4
"243",2.28020275406273,2.28063320998849,2.5408044216087,2
"244",4.33595173138715,4.37708333333333,4.35374852040194,5
"245",4.33595173138715,4.37708333333333,4.35374852040194,5
"246",2.11972229149221,2.23002655699063,2.02247144795808,2
"247",4.33595173138715,4.37708333333333,4.35374852040194,5
"248",4.33595173138715,4.37708333333333,4.35374852040194,5
"249",2.09479382922304,2.01230330335238,1.9767729512678,2
"250",2.39946080715017,2.48041735035762,2.5408044216087,3
"251",3.28595014833081,3.48222008033729,3.51044767526121,4
"252",4.33595173138715,4.37708333333333,4.35374852040194,5
"253",2.97844268620985,3.01410603333205,2.61389863459104,3
"254",2.11972229149221,2.23002655699063,2.02247144795808,2
"255",4.33595173138715,4.37708333333333,4.35374852040194,5
"256",3.13293870495625,3.34057113553357,3.4232745182808,4
"257",2.82882100450899,2.87245708852833,2.66141775806211,3
"258",4.33595173138715,4.37708333333333,4.35374852040194,5
"259",3.04187019888055,2.58751538418976,2.52407358026789,3
"260",2.51871886023761,2.48041735035762,2.5408044216087,3
"261",2.82882100450899,2.87245708852833,2.66141775806211,3
"262",0.85063816348067,1.04340766961316,1.11489773422626,1
"263",4.33595173138715,4.37708333333333,4.35374852040194,5
"264",2.7041277850773,2.94853139736286,2.81897621224648,3
"265",2.23398788571003,2.11997833382433,2.34218375684696,3
"266",2.51871886023761,2.48041735035762,2.5408044216087,3
"267",4.33595173138715,4.37708333333333,4.35374852040194,5
"268",4.33595173138715,4.37708333333333,4.35374852040194,5
"269",4.33595173138715,4.37708333333333,4.35374852040194,5
"270",3.21271871242114,3.34057113553357,3.4232745182808,4
"271",4.33595173138715,4.37708333333333,4.35374852040194,5
"272",3.04883168946446,2.7308081437246,2.510772109229,3
"273",3.19334976104143,2.72916432899348,2.63024866329013,2
"274",2.82882100450899,2.87245708852833,2.66141775806211,3
"275",1.06133178228032,1.04340766961316,0.980202061936235,1
"276",2.51871886023761,2.48041735035762,2.5408044216087,3
"277",4.33595173138715,4.37708333333333,4.35374852040194,5
"278",2.9009625740759,3.09018034216658,2.92533491220356,3
"279",4.33595173138715,4.37708333333333,4.35374852040194,5
"280",2.88559093189724,3.2318292869703,3.04604854611271,2
"281",3.21271871242114,3.34057113553357,3.4232745182808,4
"282",1.83463144829113,1.76191250998539,1.70317378681164,1
"283",2.27254654162479,1.68583820115086,1.3512520708679,2
"284",2.88559093189724,3.2318292869703,3.04604854611271,2
"285",3.52447485076639,3.34057113553357,3.48430719683767,3
"286",1.89936903165383,1.61273502261412,1.9767729512678,1
"287",3.13293870495625,3.34057113553357,3.4232745182808,4
"288",2.9009625740759,3.09018034216658,2.92533491220356,3
"289",0.924496079089093,1.04340766961316,1.11489773422626,1
"290",3.68630936476438,3.48222008033729,3.46633246181373,4
"291",2.29021862679226,2.01230330335238,1.9767729512678,2
"292",3.28595014833081,3.48222008033729,3.51044767526121,4
"293",3.86554729255211,3.48222008033729,3.6303579334072,4
"294",4.33595173138715,4.37708333333333,4.35374852040194,5
"295",3.00879476300442,2.58751538418976,2.52407358026789,2
"296",2.16544452472165,2.28530396702189,1.67843537506554,2
"297",2.9009625740759,3.09018034216658,2.92533491220356,3
"298",3.61281083984644,3.34057113553357,3.51931735503777,4
"299",3.88021092355875,3.72278782633591,3.7336970956176,4
"300",2.01288646961262,1.90356145478911,1.6954118053062,2
"301",3.3448293232023,2.8708132737972,2.74000355297249,3
"302",3.21271871242114,3.34057113553357,3.4232745182808,4
"303",3.21271871242114,3.34057113553357,3.4232745182808,4
"304",3.49256370572806,3.34057113553357,3.48430719683767,4
"305",4.03227191865146,3.72278782633591,3.7336970956176,5
"306",2.22890488310473,2.1539522481561,1.84838538684834,2
"307",3.13293870495625,3.34057113553357,3.4232745182808,4
"308",2.39946080715017,2.48041735035762,2.5408044216087,3
"309",0.924496079089093,1.04340766961316,1.11489773422626,1
"310",2.56493372859031,2.62206629516134,2.56009771137684,3
"311",4.33595173138715,4.37708333333333,4.35374852040194,5
"312",3.61281083984644,3.34057113553357,3.51931735503777,4
"313",3.84039052729472,3.48222008033729,3.6303579334072,4
"314",3.13293870495625,3.34057113553357,3.4232745182808,4
"315",3.03666699814161,2.81432189296292,2.83782761764311,3
"316",4.33595173138715,4.37708333333333,4.35374852040194,5
"317",4.26590650898568,4.37708333333333,4.35374852040194,5
"318",3.00879476300442,2.58751538418976,2.52407358026789,2
"319",3.13293870495625,3.34057113553357,3.4232745182808,4
"320",3.84039052729472,3.48222008033729,3.6303579334072,4
"321",4.03227191865146,3.72278782633591,3.7336970956176,5
"322",3.74619261568747,3.48222008033729,3.46633246181373,5
"323",3.84039052729472,3.48222008033729,3.6303579334072,4
"324",3.13293870495625,3.34057113553357,3.4232745182808,4
"325",3.21271871242114,3.34057113553357,3.4232745182808,4
"326",2.77331370418444,3.09018034216658,2.92533491220356,3
"327",3.61281083984644,3.34057113553357,3.51931735503777,4
"328",2.51871886023761,2.48041735035762,2.5408044216087,3
"329",1.67037864581617,1.61919674709036,1.84326847235523,2
"330",4.33595173138715,4.37708333333333,4.35374852040194,5
"331",2.09479382922304,2.01230330335238,1.9767729512678,2
"332",4.33595173138715,4.37708333333333,4.35374852040194,5
"333",2.35327764732746,2.42228215479221,2.56009771137684,3
"334",3.84039052729472,3.48222008033729,3.6303579334072,4
"335",3.21271871242114,3.34057113553357,3.4232745182808,4
"336",3.13293870495625,3.34057113553357,3.4232745182808,4
"337",2.40481313469329,2.69814060399587,2.37398473426267,3
"338",2.39946080715017,2.48041735035762,2.5408044216087,3
"339",3.86554729255211,3.48222008033729,3.6303579334072,4
"340",3.61281083984644,3.34057113553357,3.51931735503777,4
"341",2.9009625740759,3.09018034216658,2.92533491220356,3
"342",1.93324159047048,1.75438396741784,1.84838538684834,1
"343",2.39946080715017,2.48041735035762,2.5408044216087,3
"344",3.84039052729472,3.48222008033729,3.6303579334072,4
"345",3.19334976104143,2.72916432899348,2.63024866329013,3
"346",4.33595173138715,4.37708333333333,4.35374852040194,5
"347",2.74721909368295,2.94853139736286,2.81897621224648,3
"348",4.03227191865146,3.72278782633591,3.7336970956176,5
"349",2.51871886023761,2.48041735035762,2.5408044216087,3
"350",3.68630936476438,3.48222008033729,3.46633246181373,4
"351",2.82882100450899,2.87245708852833,2.66141775806211,3
"352",2.09479382922304,2.01230330335238,1.9767729512678,2
"353",3.84039052729472,3.48222008033729,3.6303579334072,4
"354",3.9562414211051,3.72278782633591,3.7336970956176,4
"355",2.77331370418444,3.09018034216658,2.92533491220356,3
"356",2.82882100450899,2.87245708852833,2.66141775806211,3
"357",2.87736641878968,2.11775752245339,2.13494784563695,3
"358",3.03666699814161,2.81432189296292,2.83782761764311,3
"359",3.68630936476438,3.48222008033729,3.46633246181373,4
"360",3.68630936476438,3.48222008033729,3.46633246181373,4
"361",3.13293870495625,3.34057113553357,3.4232745182808,4
"362",3.13293870495625,3.34057113553357,3.4232745182808,4
"363",4.33595173138715,4.37708333333333,4.35374852040194,5
"364",2.15105538034974,2.01230330335238,2.1016867016907,2
"365",4.33595173138715,4.37708333333333,4.35374852040194,5
"366",2.35327764732746,2.42228215479221,2.56009771137684,3
"367",4.33595173138715,4.37708333333333,4.35374852040194,5
"368",1.95872071049396,1.86958754045734,1.95374126254733,2
"369",3.59661642033329,3.34057113553357,3.51931735503777,4
"370",2.39946080715017,2.48041735035762,2.5408044216087,3
"371",2.56493372859031,2.62206629516134,2.56009771137684,3
"372",4.33595173138715,4.37708333333333,4.35374852040194,5
"373",2.11972229149221,2.23002655699063,2.02247144795808,2
"374",2.51871886023761,2.48041735035762,2.5408044216087,3
"375",4.33595173138715,4.37708333333333,4.35374852040194,5
"376",4.33595173138715,4.37708333333333,4.35374852040194,5
"377",1.83463144829113,1.76191250998539,1.70317378681164,1
"378",2.9009625740759,3.09018034216658,2.92533491220356,3
"379",2.06102558868469,1.93622899451785,1.43933479062162,2
"380",1.22048606588944,1.04340766961316,0.980202061936235,1
"381",3.13293870495625,3.34057113553357,3.4232745182808,4
"382",2.51871886023761,2.48041735035762,2.5408044216087,3
"383",4.33595173138715,4.37708333333333,4.35374852040194,5
"384",4.33595173138715,4.37708333333333,4.35374852040194,5
"385",4.33595173138715,4.37708333333333,4.35374852040194,5
"386",2.77331370418444,3.09018034216658,2.92533491220356,3
"387",2.97992726158169,3.19892219072984,2.94832591701124,2
"388",2.82882100450899,2.87245708852833,2.66141775806211,3
"389",4.33595173138715,4.37708333333333,4.35374852040194,5
"390",3.13293870495625,3.34057113553357,3.4232745182808,4
"391",4.33595173138715,4.37708333333333,4.35374852040194,5
"392",2.9009625740759,3.09018034216658,2.92533491220356,3
"393",3.27013994383079,3.19892219072984,2.85891572204512,3
"394",1.95872071049396,1.86958754045734,1.95374126254733,2
"395",3.28595014833081,3.48222008033729,3.51044767526121,4
"396",4.33595173138715,4.37708333333333,4.35374852040194,5
"397",2.39946080715017,2.48041735035762,2.5408044216087,3
"398",3.13293870495625,3.34057113553357,3.4232745182808,4
"399",4.33595173138715,4.37708333333333,4.35374852040194,5
"400",3.84039052729472,3.48222008033729,3.6303579334072,4
"401",2.35327764732746,2.42228215479221,2.56009771137684,3
"402",3.21271871242114,3.34057113553357,3.4232745182808,4
"403",4.33595173138715,4.37708333333333,4.35374852040194,5
"404",3.13293870495625,3.34057113553357,3.4232745182808,4
"405",1.68737766497269,1.54418925634713,1.36738358836473,1
"406",3.61281083984644,3.34057113553357,3.51931735503777,4
"407",3.29249871988603,3.34057113553357,3.4232745182808,4
"408",4.33595173138715,4.37708333333333,4.35374852040194,5
"409",2.39946080715017,2.48041735035762,2.5408044216087,3
"410",2.39946080715017,2.48041735035762,2.5408044216087,3
"411",3.0034424354613,3.19892219072984,2.94832591701124,3
"412",2.11972229149221,2.23002655699063,2.02247144795808,2
"413",3.13293870495625,3.34057113553357,3.4232745182808,4
"414",4.33595173138715,4.37708333333333,4.35374852040194,5
"415",3.52447485076639,3.34057113553357,3.48430719683767,4
"416",3.59661642033329,3.34057113553357,3.51931735503777,4
